playlist_genre,dimension_1,dimension_2
rap,-58.17797,54.595013
rap,43.00503,46.933964
rap,121.05766,6.806392
rap,68.593124,38.998737
rap,109.69633,6.9025273
rap,100.658264,-26.77646
rap,137.5142,17.08578
rap,94.97157,72.83321
rap,125.41378,-15.9373255
rap,0.45894435,-64.29997
rap,94.60407,43.43799
rap,114.25285,60.379555
rap,69.44781,10.815938
rap,58.6644,26.84068
rap,91.19792,78.11746
rap,68.839836,1.1358163
rap,133.94121,29.143158
rap,96.73911,15.023022
rap,33.854126,-42.442074
rap,36.745975,-13.660031
rap,134.97318,7.2223973
rap,66.83585,75.54731
rap,62.389984,-62.269234
rap,69.35931,18.831299
rap,92.8032,-13.596203
rap,17.23454,97.53721
rap,20.478107,-23.714294
rap,120.30808,23.161179
rap,77.19881,61.2107
rap,34.400585,-31.070114
rap,85.01517,77.91156
rap,110.76606,-46.67155
rap,95.59161,-37.285534
rap,110.859634,40.49639
rap,97.11092,-7.9607577
rap,37.183838,52.20343
rap,57.596165,-40.323807
rap,140.58295,-11.527877
rap,130.87451,1.7060046
rap,85.86205,10.301335
rap,57.74271,37.57056
rap,62.872673,54.237103
rap,50.528755,-70.03079
rap,40.614967,-5.0801263
rap,29.403362,60.403973
rap,40.90523,10.486624
rap,117.58451,48.506176
rap,40.9903,73.139046
rap,99.15053,-2.1116595
rap,94.32027,75.07228
rap,68.54769,-10.928689
rap,71.31955,-19.496668
rap,73.02122,-28.619478
rap,45.324615,-39.516907
rap,27.577684,38.254253
rap,55.34177,18.102343
rap,75.1182,-31.523779
rap,91.61289,-15.896714
rap,94.667984,44.984097
rap,82.26633,18.25232
rap,43.77582,-42.346344
rap,72.8145,-50.02695
rap,-57.566395,-104.10206
rap,-37.42267,-72.39633
rap,79.92616,-71.865944
rap,97.62885,-45.462826
rap,18.875029,67.58741
rap,108.00804,-22.37261
rap,125.007515,-33.61727
rap,100.5943,56.13637
rap,19.214453,-59.641193
rap,32.099567,-56.10298
rap,101.27977,56.94576
rap,31.889664,-47.831345
rap,47.248085,62.508236
rap,100.005295,-58.428543
rap,108.83496,-12.930189
rap,25.89868,26.388468
rap,49.870136,114.42498
rap,64.8281,-32.486626
rap,-60.72057,-27.057285
rap,-124.053566,-21.267998
rap,-112.955826,46.914593
rap,-23.811808,57.543983
rap,-58.449165,75.92735
rap,-25.881466,-123.69965
rap,75.28243,-61.756264
rap,-80.99875,16.223738
rap,19.293995,41.261467
rap,-45.54799,-65.833115
rap,-23.669392,58.676453
rap,-80.59424,-46.646923
rap,18.574308,-49.804592
rap,94.99625,47.04841
rap,7.0294204,81.15518
rap,71.02417,82.948044
rap,29.367474,-86.339905
rap,-1.1624118,-28.470978
rap,19.97422,-22.31001
rap,-15.656487,51.52471
rap,37.897778,3.3680193
rap,60.375706,-100.07126
rap,34.12014,20.02734
rap,71.31316,83.400795
rap,68.61851,-7.5084076
rap,29.966326,41.201313
rap,49.766026,115.57554
rap,112.156876,-2.9007475
rap,-39.356304,-30.056864
rap,9.622741,-13.387429
rap,-130.55864,19.224125
rap,46.619404,102.07226
rap,-72.04993,72.08285
rap,17.616,109.627945
rap,-45.940014,53.05243
rap,-20.652346,-83.69315
rap,35.074013,-36.375774
rap,20.133835,-46.842133
rap,-29.254148,1.858067
rap,14.195444,-37.77344
rap,39.659622,35.413757
rap,-133.04558,12.116482
rap,15.743197,-35.755768
rap,-59.916836,-106.2989
rap,41.83629,-50.54459
rap,28.779486,91.57369
rap,4.551565,17.95338
rap,91.56474,63.823875
rap,-30.504375,-37.082855
rap,-11.267571,-61.871067
rap,-74.31206,-10.730187
rap,-61.908955,-84.57242
rap,-60.888115,-27.614002
rap,33.854435,-6.808931
rap,-73.74899,-8.107653
rap,-23.522429,29.682196
rap,41.581024,-51.199986
rap,25.70139,56.422222
rap,22.984081,-1.4894488
rap,-6.993816,-35.271954
rap,-78.30488,-82.72296
rap,83.17753,22.47352
rap,18.202452,-58.43357
rap,-4.023267,-91.761765
rap,75.143196,91.73613
rap,43.0696,-56.854847
rap,-22.8454,73.15194
rap,-46.578224,61.67839
rap,63.317474,63.180412
rap,-57.689785,85.169655
rap,6.317251,-38.971622
rap,-6.8362665,16.673647
rap,25.360153,-77.50816
rap,-1.8267156,-54.812927
rap,75.56531,-62.724327
rap,41.358124,51.02087
rap,-57.023014,47.47592
rap,-124.017784,-22.10421
rap,22.688404,119.264206
rap,17.558128,105.17001
rap,-13.7965,23.492737
rap,57.000416,-38.710037
rap,-56.718243,40.9208
rap,-23.774511,-21.254862
rap,-85.85925,56.786133
rap,111.9175,61.88625
rap,-18.850086,1.7242169
rap,-71.43858,31.505215
rap,55.262863,17.838896
rap,43.703884,94.24981
rap,44.601635,19.421982
rap,-107.717125,-0.82836443
rap,31.383741,-99.41632
rap,50.00986,-66.44676
rap,72.9537,99.011635
rap,32.19659,107.04221
rap,-76.71549,-96.36029
rap,-134.37463,10.042858
rap,-32.882927,-60.37349
rap,94.7765,-24.978157
rap,77.16144,60.55453
rap,59.88646,-97.8655
rap,26.060518,21.48468
rap,98.945564,-3.22818
rap,88.3622,0.07005222
rap,-48.681114,-80.662834
rap,43.904972,-104.90874
rap,136.81909,23.026407
rap,91.63377,-15.832771
rap,84.67413,-46.72548
rap,68.669525,-2.8119266
rap,43.7218,17.348139
rap,113.31198,-56.84196
rap,16.881933,-32.56114
rap,106.3165,-24.527086
rap,-30.95986,-37.14524
rap,47.08832,-62.196686
rap,29.336803,-62.612267
rap,29.232798,-19.900854
rap,61.18279,97.744194
rap,58.711758,27.174116
rap,10.169545,35.953243
rap,42.549797,42.29642
rap,-26.537323,-122.82336
rap,-19.252523,-27.502663
rap,116.44687,57.990753
rap,49.52292,5.2850275
rap,98.93128,-3.308094
rap,107.170105,26.122091
rap,84.12279,24.002323
rap,29.201529,60.26086
rap,6.8335314,-47.747196
rap,43.78889,94.4879
rap,-31.383469,-118.715836
rap,107.75651,-9.353063
rap,77.41379,63.267815
rap,110.86441,-48.252052
rap,47.85949,-4.9964433
rap,64.83337,70.34471
rap,34.08419,-8.584845
rap,45.463306,-39.11968
rap,107.69465,19.67465
rap,70.087364,-23.4986
rap,61.470222,-11.222368
rap,-15.650244,51.95426
rap,83.803345,37.703693
rap,32.87973,49.750816
rap,-49.702282,-75.46435
rap,73.27361,48.24358
rap,129.92079,0.7329358
rap,53.04051,14.166006
rap,87.773636,5.1886897
rap,88.35724,0.2747767
rap,-5.426254,91.767746
rap,79.7208,-10.895958
rap,46.32,-35.39822
rap,96.96166,-42.45178
rap,127.72576,-40.61135
rap,43.11089,-45.352875
rap,56.848637,-112.61146
rap,75.11103,91.58684
rap,69.54462,13.519934
rap,25.702862,56.269802
rap,54.048855,82.17818
rap,102.40069,-26.615318
rap,88.2575,2.0802052
rap,83.109924,76.58541
rap,-27.871824,21.60343
rap,17.993557,-57.64655
rap,42.560303,42.09258
rap,50.26205,56.871105
rap,-13.674398,-85.39443
rap,81.20221,74.436935
rap,87.571556,-85.74142
rap,29.551928,2.8342302
rap,81.17702,45.456993
rap,36.10913,51.745625
rap,-15.408724,-16.057981
rap,95.27312,-10.484224
rap,-106.71617,-71.46289
rap,117.60896,48.577
rap,42.108814,-54.09163
rap,40.75311,-84.36517
rap,-59.344086,14.540665
rap,30.755028,61.410236
rap,15.477078,-8.370815
rap,43.835644,94.65026
rap,20.496103,-46.25705
rap,107.465935,21.746529
rap,94.62792,44.49147
rap,36.058487,-0.44819078
rap,120.56581,19.260849
rap,-79.00288,-47.230606
rap,-91.360435,-74.68154
rap,6.5368743,-108.82102
rap,-97.287575,84.51913
rap,49.120262,-64.62374
rap,8.826649,-26.080652
rap,53.51147,-21.020231
rap,-24.496655,95.17724
rap,46.464993,-33.301537
rap,-30.83275,-26.105217
rap,35.55633,23.930037
rap,84.97136,-30.306456
rap,62.504288,99.09045
rap,74.708496,-59.479485
rap,83.97471,-92.55805
rap,-2.9041789,56.244305
rap,14.203304,-83.7367
rap,94.628,69.8054
rap,2.754269,14.3966875
rap,19.462273,45.494167
rap,122.12911,-28.830252
rap,92.2069,-65.09482
rap,74.56593,-30.5825
rap,49.286163,108.31567
rap,31.201668,100.27648
rap,-49.30787,10.543254
rap,91.16892,-17.872145
rap,94.627205,44.524754
rap,64.39189,-31.434393
rap,41.01358,51.22983
rap,-25.403826,-14.100773
rap,10.485132,32.464
rap,-19.755398,30.49081
rap,33.569572,-29.30142
rap,47.224274,62.55591
rap,-6.087203,-36.9924
rap,-49.733643,-63.53481
rap,121.05765,7.0563736
rap,96.283,-39.713898
rap,51.105236,-48.599655
rap,97.58682,-7.1063404
rap,24.725033,74.56944
rap,42.667892,-46.80352
rap,-17.102217,-69.58784
rap,13.620608,19.626001
rap,87.53613,-86.02048
rap,-15.807888,-94.84539
rap,-57.799114,50.636585
rap,4.661039,18.134897
rap,55.88445,-87.11041
rap,44.042942,-94.555504
rap,37.872322,-70.5098
rap,63.757435,-71.49223
rap,109.13848,-19.639866
rap,31.08968,11.475811
rap,-9.975011,-29.049803
rap,83.02779,41.343018
rap,-84.36243,-11.967977
rap,10.050993,7.9330482
rap,96.02519,49.89605
rap,68.910934,25.365238
rap,7.159009,57.714027
rap,-17.091017,122.11147
rap,52.344475,51.458164
rap,-69.04196,33.54979
rap,-16.243568,38.52569
rap,-69.64409,103.548416
rap,59.322487,95.106064
rap,1.293321,10.056896
rap,63.11858,-68.18763
rap,84.68632,-46.81382
rap,94.80243,-11.070032
rap,-20.073437,65.14765
rap,64.20957,-30.968668
rap,61.874474,-55.19293
rap,121.12988,-57.608448
rap,77.39122,27.595884
rap,79.51394,-94.36932
rap,7.6578555,59.02563
rap,48.98818,-64.404305
rap,5.945659,53.10636
rap,-25.16632,109.359764
rap,-45.105515,-42.1796
rap,108.50734,-21.446287
rap,28.68634,5.151224
rap,18.145102,-27.607931
rap,-7.38306,-15.241684
rap,-33.902195,-45.28481
rap,127.809875,-45.732082
rap,136.27603,24.732876
rap,23.505915,-112.62353
rap,20.082727,42.401016
rap,-103.67515,74.51807
rap,-4.3545375,90.39193
rap,68.91912,2.6736531
rap,4.3765936,17.629442
rap,93.748726,67.51865
rap,95.95715,-38.530052
rap,39.918022,-18.357384
rap,75.043655,-16.826242
rap,-84.3463,-9.173008
rap,68.85339,1.414776
rap,-7.050113,-15.213545
rap,62.89981,54.677692
rap,77.6469,64.89249
rap,77.42826,-15.188427
rap,5.854061,20.382154
rap,-28.449116,39.706356
rap,43.69485,94.153366
rap,50.558125,-17.936693
rap,97.23204,-43.639034
rap,43.90374,-104.91778
rap,42.47962,-46.397842
rap,0.056485847,4.1716275
rap,49.505783,115.7696
rap,50.74214,9.238488
rap,78.97787,69.88109
rap,7.530639,-52.593784
rap,84.36626,-36.880894
rap,18.312191,-94.09459
rap,43.418655,-23.930065
rap,45.36949,121.89085
rap,30.854666,-57.190334
rap,20.243567,-110.440056
rap,62.163002,-59.08583
rap,-2.354332,65.15448
rap,-75.759895,-97.9406
rap,46.23267,-35.90094
rap,0.006465357,22.159561
rap,41.37356,-85.89722
rap,39.981796,8.537214
rap,-11.825817,-42.354706
rap,84.8049,-47.690517
rap,94.612465,-34.095486
rap,41.549534,-86.34288
rap,7.984192,-97.50233
rap,53.453377,-20.923399
rap,59.9887,96.20022
rap,69.58173,80.64559
rap,-3.2150834,-84.88819
rap,109.451256,-17.364754
rap,18.039707,110.08707
rap,45.52365,21.690825
rap,38.883663,-65.1763
rap,-8.927051,7.5336194
rap,64.52225,-74.45457
rap,66.65632,-79.8561
rap,49.69818,-115.22356
rap,27.961887,-63.668163
rap,20.618963,7.7252235
rap,47.722103,-9.084003
rap,52.772633,47.86724
rap,86.627754,-81.14105
rap,32.013435,-57.92546
rap,43.095345,15.881151
rap,39.80935,35.80327
rap,51.86489,-51.04988
rap,45.91181,-60.86721
rap,87.33123,-83.36968
rap,127.656044,-40.255836
rap,137.26051,14.060816
rap,70.71191,-25.476742
rap,110.62388,-39.720337
rap,57.533016,22.610704
rap,33.063786,-44.558414
rap,88.3801,-0.7052315
rap,47.475227,27.530367
rap,5.843512,-78.16569
rap,75.114265,95.01542
rap,78.19291,47.964756
rap,102.128174,-26.67807
rap,-0.016027723,-22.937868
rap,102.05129,-26.693176
rap,109.26047,9.088431
rap,111.914185,-54.19489
rap,95.29277,-36.296772
rap,44.262486,-99.20312
rap,41.32575,-20.622395
rap,49.824516,114.794014
rap,117.95662,54.122246
rap,98.37806,6.264712
rap,55.0417,38.932243
rap,95.35427,48.35148
rap,44.068954,18.154337
rap,-56.478825,93.595726
rap,-0.2797241,-62.67834
rap,7.076902,-108.08079
rap,8.950205,-105.209724
rap,63.339687,63.40486
rap,-17.415276,123.75077
rap,-42.533466,-38.45955
rap,47.549076,61.91142
rap,-44.967335,76.31429
rap,-5.4151907,89.708275
rap,-8.119692,0.3784496
rap,0.5550347,-15.538756
rap,-12.033433,58.95777
rap,-19.19754,3.36073
rap,-30.80015,36.40161
rap,3.1472812,-109.27094
rap,17.962881,108.36875
rap,-71.90633,30.826658
rap,-56.31002,43.697525
rap,90.89616,78.260765
rap,-25.38262,48.445347
rap,-51.30671,-3.532697
rap,60.21379,-99.21324
rap,-102.43041,78.722824
rap,3.3989575,-110.8863
rap,-3.8442793,-95.62521
rap,-65.86893,106.55352
rap,79.018654,-4.4065084
rap,94.76806,70.36517
rap,10.580401,31.404285
rap,29.20734,37.236134
rap,-105.23031,-8.584363
rap,-94.66454,-51.222897
rap,17.749146,92.34544
rap,10.508145,32.23456
rap,-15.93803,-19.406193
rap,-43.082436,90.46957
rap,-51.617943,-46.92921
rap,-33.90259,-45.284306
rap,-26.037355,44.35245
rap,50.918247,-47.923298
rap,-12.332335,-49.568977
rap,-114.36943,34.455555
rap,58.273685,93.14618
rap,44.29369,-96.98168
rap,3.39896,-110.88613
rap,88.14971,3.1335292
rap,-130.4744,19.852306
rap,82.91201,41.725086
rap,29.280207,-85.90965
rap,-114.58903,41.218517
rap,18.993383,-104.15922
rap,-15.966216,-95.08001
rap,105.82268,-24.94828
rap,-85.665085,-37.425873
rap,-5.2578354,91.51867
rap,-16.757833,81.3722
rap,-6.1731987,98.432335
rap,29.159641,60.141598
rap,39.83984,-74.203766
rap,5.2603636,96.19791
rap,74.436806,89.09364
rap,25.868532,23.815453
rap,-16.541075,90.00938
rap,-7.8741283,21.011808
rap,22.321915,13.775384
rap,98.85335,3.7744455
rap,-23.551926,58.086555
rap,-41.692593,-5.8718214
rap,-76.15729,-70.7949
rap,-16.861639,-11.0522585
rap,30.236141,96.76929
rap,8.466471,73.68654
rap,110.75888,2.3140893
rap,-6.0372386,-37.001526
rap,30.853361,-101.34569
rap,30.60499,-96.234505
rap,-3.4377022,53.959316
rap,17.13718,108.773575
rap,63.40815,99.77231
rap,-38.58655,49.591553
rap,79.52279,71.26132
rap,-10.267695,-116.33239
rap,-72.56735,-32.145786
rap,50.50208,112.56477
rap,-22.47675,61.68086
rap,-3.8643198,-100.07643
rap,15.846596,57.881107
rap,30.334835,-93.73002
rap,22.191526,-43.600998
rap,54.776512,17.058535
rap,49.394745,116.57196
rap,49.387665,116.553474
rap,-17.003498,-3.6768377
rap,-21.180553,-72.289375
rap,82.952194,41.58657
rap,-95.82376,-21.001682
rap,69.345375,9.088752
rap,94.60556,44.014763
rap,116.1705,58.38458
rap,97.16938,-7.8634925
rap,117.984184,-58.766365
rap,55.246113,85.74839
rap,87.5212,-84.325775
rap,88.38098,-5.635238
rap,61.325596,-105.56064
rap,57.7434,-111.907486
rap,31.004278,-49.18818
rap,99.733116,-55.28729
rap,64.28896,-73.650856
rap,11.404614,6.104556
rap,79.727776,-8.565937
rap,61.440987,-11.846342
rap,104.8741,60.607822
rap,16.07698,55.078526
rap,59.728653,-45.56882
rap,-25.785036,-98.849945
rap,83.0551,15.232192
rap,94.88068,46.35791
rap,92.939125,76.92906
rap,96.52743,-65.21319
rap,49.24951,-64.80411
rap,21.395416,-62.31277
rap,76.328865,-33.806988
rap,22.79085,119.159225
rap,-34.848633,-51.209137
rap,84.283104,-41.816017
rap,40.547863,37.574387
rap,-96.64845,36.669403
rap,17.427593,64.82881
rap,60.46801,-1.1376818
rap,-82.81389,-18.448164
rap,84.93035,-31.212217
rap,84.920906,-31.350883
rap,-13.706273,-112.20863
rap,44.50553,-110.68368
rap,-114.29229,-38.484276
rap,22.117851,7.254
rap,-61.316746,-70.217896
rap,38.892773,-16.783535
rap,93.685524,-65.50001
rap,77.111916,56.602356
rap,57.42398,-39.849323
rap,76.22789,-33.624565
rap,-58.04238,82.5581
rap,45.56204,-38.843033
rap,-80.540855,-46.855522
rap,-6.6952157,-2.673359
rap,47.82689,-10.197582
rap,57.79225,37.49461
rap,-34.103752,-10.299175
rap,-36.192036,-75.24826
rap,-43.69916,90.64344
rap,-78.38616,-91.070244
rap,5.9164267,114.27875
rap,-111.004265,-64.53113
rap,123.742,-14.004045
rap,43.417892,-23.931953
rap,-34.743504,-54.905483
rap,42.21582,41.816193
rap,107.84458,18.428942
rap,72.79653,-49.939697
rap,33.60348,18.852121
rap,-96.756996,-47.961124
rap,25.934067,-64.32611
rap,-31.820318,-61.055157
rap,-15.830821,120.7758
rap,68.822914,27.991196
rap,96.70315,15.312349
rap,77.970436,33.13339
rap,84.321106,-37.677685
rap,-18.825697,-98.01447
rap,59.945927,2.787761
rap,50.913742,37.140594
rap,95.89958,-9.677036
rap,139.10799,-13.158048
rap,5.7341623,20.144648
rap,104.47079,60.32296
rap,49.95312,112.58457
rap,39.361214,-3.798024
rap,46.390972,-34.76166
rap,137.4843,16.295124
rap,69.036095,23.234571
rap,63.014122,57.35338
rap,-11.2676735,62.583164
rap,117.9239,49.767853
rap,10.335765,-20.44691
rap,52.704544,49.1641
rap,37.795017,2.9946253
rap,88.38992,-1.9294894
rap,-8.247803,-30.326344
rap,-74.79181,-14.011667
rap,122.121346,-56.944122
rap,22.377007,12.947308
rap,30.372133,97.20291
rap,122.12911,-28.83025
rap,37.096573,78.99107
rap,74.95339,-31.228497
rap,68.57792,39.373466
rap,31.630722,61.8556
rap,-3.3011103,-129.86981
rap,94.92693,40.463783
rap,65.17914,71.42204
rap,70.944374,82.824936
rap,-136.3553,-26.563862
rap,-89.63142,-62.478687
rap,-49.919106,5.421748
rap,-127.91007,-6.5357757
rap,-96.46618,-48.46358
rap,5.7226553,-37.688736
rap,-52.274582,-4.0525727
rap,-61.21049,27.544298
rap,74.85854,90.39318
rap,-95.61994,84.996765
rap,134.2597,28.691235
rap,92.98519,-13.324478
rap,19.923025,-22.174122
rap,-74.579506,-12.704714
rap,-28.53015,-32.085983
rap,-81.95711,50.08931
rap,108.95879,36.360325
rap,-20.886423,-43.38537
rap,117.639175,48.657234
rap,-30.371847,-36.671413
rap,40.21544,-4.6115394
rap,50.48241,-70.43476
rap,-17.086788,-96.32111
rap,94.467316,-24.770441
rap,-8.628822,47.842323
rap,-42.518803,85.70904
rap,-7.273663,13.717656
rap,-18.774427,114.859665
rap,32.68143,79.8372
rap,36.963524,51.87965
rap,1.0659162,-19.45901
rap,-17.151886,122.25009
rap,72.83633,-50.11744
rap,-17.519545,15.749871
rap,-98.17124,-28.757936
rap,67.99539,-82.56932
rap,-96.33997,63.35192
rap,96.77975,14.7097435
rap,44.085358,-95.49578
rap,95.27548,-36.242226
rap,5.0303764,51.041325
rap,37.819656,66.049416
rap,-124.47827,-18.88706
rap,43.395916,16.57578
rap,35.62902,24.137068
rap,11.2235985,12.966786
rap,111.29203,0.30282575
rap,115.97564,58.655167
rap,62.613853,-64.45443
rap,79.56991,-7.232588
rap,-130.66722,41.18921
rap,60.041523,1.6786027
rap,77.74142,7.654375
rap,31.146376,-24.309872
rap,46.43659,-34.37087
rap,83.03302,41.321136
rap,-130.66676,41.194424
rap,95.54154,48.828896
rap,4.2743444,-8.506987
rap,52.801758,-115.08234
rap,64.710365,-75.008224
rap,18.15765,108.09369
rap,115.588356,59.1456
rap,135.68982,-16.079336
rap,-130.63754,41.81504
rap,-34.176945,-48.467537
rap,107.573296,20.731215
rap,16.659624,62.808098
rap,125.56019,-52.61823
rap,79.706665,-71.54521
rap,84.37986,-43.81778
rap,130.11911,-17.673292
rap,-39.99409,-107.402695
rap,-69.13635,46.847366
rap,74.91833,48.54104
rap,3.2244265,15.425067
rap,97.35483,-7.5416017
rap,99.21173,-26.724808
rap,39.830006,-18.221443
rap,107.22236,28.293724
rap,17.182732,-30.035398
rap,84.92487,-31.224888
rap,71.20925,-88.316315
rap,-96.457634,43.585526
rap,-100.98081,81.136536
rap,79.0636,-4.634335
rap,-2.305649,-53.318558
rap,-3.8996398,76.10331
rap,-59.10991,65.84967
rap,47.72745,-9.132934
rap,47.759045,-6.6433096
rap,94.71802,73.9244
rap,-26.526138,12.688345
rap,-23.999403,-81.70267
rap,17.157316,107.7762
rap,-18.131336,78.96744
rap,120.729485,28.212826
rap,-139.94601,-20.985262
rap,78.395256,-94.4437
rap,-44.7737,-40.7138
rap,44.445858,-110.207565
rap,-80.69434,15.323758
rap,49.659744,116.47307
rap,30.328808,44.99775
rap,55.73651,-6.622757
rap,-73.102486,-5.6171536
rap,60.41414,10.140606
rap,44.699886,-26.063065
rap,49.295597,-64.92028
rap,11.651141,14.762704
rap,20.101675,118.203575
rap,-6.7478747,105.752945
rap,68.89231,2.1763427
rap,4.057671,17.020811
rap,91.287125,63.384953
rap,20.810081,1.4244114
rap,53.686367,80.98931
rap,73.0922,-28.701939
rap,70.66288,-43.279167
rap,124.66399,-4.897751
rap,19.169533,47.047817
rap,-55.93638,-100.570435
rap,-112.48652,-30.208683
rap,-90.74878,13.198279
rap,24.19743,-76.43135
rap,96.15581,19.518648
rap,-97.526794,-78.01618
rap,74.163704,97.47345
rap,127.89334,-44.964333
rap,-39.138393,100.38347
rap,-11.413307,-45.696777
rap,-98.529785,-43.821278
rap,-73.77507,-46.036324
rap,-81.64785,17.980139
rap,23.094723,72.43312
rap,76.263794,-64.84513
rap,7.847759,-52.364235
rap,-1.1211946,-28.501135
rap,-2.0688283,-56.139267
rap,-98.79926,-31.567028
rap,87.048515,26.57478
rap,-33.27357,57.581764
rap,-60.498363,-67.244
rap,-29.599003,-28.339594
rap,3.8613584,-77.77022
rap,-75.54897,-47.005642
rap,-37.38357,-100.39239
rap,-85.53194,-32.66315
rap,-30.725496,86.93225
rap,-82.26734,-45.522175
rap,-16.45695,-84.19674
rap,5.928115,54.470768
rap,11.56738,4.837401
rap,26.678389,57.47846
rap,-1.8806539,-55.364727
rap,-32.657856,-42.018116
rap,-59.928894,7.9135876
rap,-46.01596,65.6955
rap,18.473757,-95.213356
rap,19.799385,-47.41626
rap,-16.396893,-11.60047
rap,-87.09814,3.6900256
rap,-71.63467,-102.15779
rap,-2.3516908,65.067116
rap,-36.138275,-75.50148
rap,-88.54229,8.393241
rap,17.640442,-54.40782
rap,77.93615,32.492992
rap,20.414146,17.849401
rap,-29.42719,-29.41221
rap,-30.37133,87.9556
rap,48.59708,106.45893
rap,86.520645,-80.90674
rap,40.88306,-5.4279704
rap,15.015549,20.544512
rap,30.033176,2.1999278
rap,-58.282806,78.84658
rap,-28.706713,128.73862
rap,33.106415,-43.618027
rap,-2.1655266,-46.560776
rap,69.50027,11.991764
rap,10.199817,-20.678709
rap,-34.208733,58.255947
rap,-72.669174,81.95702
rap,-22.814358,29.472792
rap,17.911177,86.906425
rap,19.525026,-18.32704
rap,45.600147,99.79482
rap,-35.330524,-79.96278
rap,30.96107,-93.148544
rap,-14.38239,41.723667
rap,-37.61688,19.805084
rap,-84.361946,71.17632
rap,2.0524776,33.630516
rap,-115.46849,-50.680416
rap,32.617393,-45.708714
rap,54.69847,16.979311
rap,-6.8046246,-3.012167
rap,-43.14488,-15.839053
rap,-28.428787,16.545351
rap,-44.850613,80.23357
rap,73.742805,87.45953
rap,116.64929,57.670288
rap,87.11685,7.4108696
rap,30.818247,37.522724
rap,-2.6660352,-82.66106
rap,87.618004,5.7774653
rap,-61.544434,-2.3965132
rap,-106.95615,-71.12473
rap,-95.022835,-15.731923
rap,35.71175,24.504177
rap,-6.318362,-9.066174
rap,37.9424,-70.677086
rap,-114.27068,32.642197
rap,0.22372447,-79.07242
rap,-108.699036,-68.56765
rap,72.595726,85.454384
rap,59.220436,-18.923048
rap,30.846468,1.211376
rap,61.484352,-10.3949
rap,80.681175,73.5933
rap,3.6934402,16.572868
rap,62.92958,55.193443
rap,115.72776,58.980907
rap,50.671394,-68.36245
rap,20.537367,-62.147957
rap,32.32024,-48.165356
rap,-93.5713,-76.91437
rap,31.593922,13.168844
rap,13.187028,-5.630468
rap,78.80545,-13.579637
rap,34.070858,-8.533163
rap,66.146614,-78.744705
rap,38.35579,66.620514
rap,50.834526,-47.52879
rap,-60.313553,-33.060276
rap,-1.662038,63.462902
rap,-63.5495,107.043564
rap,-124.40691,-19.159868
rap,110.62172,-39.528088
rap,-59.07155,64.90901
rap,-141.79602,-15.41206
rap,-124.45299,-24.703272
rap,-71.76791,-34.72911
rap,-78.86945,-86.43781
rap,-44.907337,-41.699863
rap,-137.23364,5.9240184
rap,-64.86879,-13.449753
rap,-84.61139,-28.204447
rap,34.273453,-41.962082
rap,-130.47444,19.852339
rap,-47.31135,56.934162
rap,-99.307846,-40.195484
rap,-17.63909,66.58844
rap,-60.101803,21.490866
rap,-20.936945,111.66814
rap,-49.87087,2.6051471
rap,77.75014,7.312339
rap,-126.84487,-3.9338126
rap,-107.57121,-1.1884698
rap,-6.1662006,-7.339622
rap,-2.7849298,69.63134
rap,-2.087354,-46.97949
rap,49.286163,108.31567
rap,-87.53135,5.006645
rap,-17.037096,121.63698
rap,52.23872,12.662055
rap,-49.913326,-43.794167
rap,30.923285,-57.377975
rap,-49.632603,-75.30279
rap,-33.903397,-45.283455
rap,-25.780083,28.525217
rap,37.805733,78.53747
rap,60.43962,-47.606754
rap,-106.313225,51.811592
rap,63.11858,-68.18763
rap,-56.707684,44.97915
rap,-107.75713,-0.732359
rap,-130.73671,18.17576
rap,-96.60267,-23.726322
rap,-20.073437,65.14765
rap,-27.421974,29.509136
rap,38.32787,51.989166
rap,86.05867,-54.383266
rap,86.16849,-54.840683
rap,-63.740227,-50.014427
rap,-46.801247,-44.70233
rap,13.764882,-70.77067
rap,96.5184,50.82798
rap,11.682402,44.98717
rap,-71.903076,66.929344
rap,-36.324387,124.101974
rap,-1.7448328,60.69031
rap,7.613228,-50.01845
rap,30.033543,-91.26326
rap,-72.90573,-29.740368
rap,-6.555139,48.663555
rap,5.82919,20.32593
rap,61.47667,-11.043528
rap,-105.42267,-12.183126
rap,-90.1793,-59.911186
rap,-103.26888,70.67122
rap,-14.930951,53.733246
rap,-73.73893,-46.016376
rap,-84.674164,31.63837
rap,76.30704,-33.767483
rap,-3.5283668,-86.301476
rap,-100.68515,6.458019
rap,6.1269183,-109.175804
rap,15.498816,-8.353798
rap,56.956245,-39.177814
rap,39.04548,-73.40082
rap,63.014122,57.35338
rap,68.52348,-11.26332
rap,37.514168,-14.771277
rap,20.040876,42.69036
rap,18.758598,47.82128
rap,11.637703,12.042324
rap,10.136459,37.50023
rap,28.265055,-82.243706
rap,-136.98553,6.303184
rap,18.452219,66.959
rap,72.330246,-27.805258
rap,-70.29679,11.728614
rap,11.627573,14.291198
rap,57.89166,-41.045723
rap,-7.0315957,35.172016
rap,6.954051,-47.609653
rap,-36.94384,-80.87118
rap,-107.641685,-15.200288
rap,7.774522,67.35906
rap,33.002213,49.87826
rap,121.05797,6.818293
rap,68.52348,-11.26332
rap,111.84022,42.139503
rap,94.30049,75.10955
rap,62.31184,98.906555
rap,88.3801,-0.7052315
rap,18.560669,-30.402544
rap,17.331982,-30.362179
rap,98.51302,5.586813
rap,79.13844,-5.0129886
